ticker,quarter,roa,log_assets,leverage,liquidity,pb_ratio,log_btc_price,log_hashrate,score_max,score_mean,score_count,confidence_max,confidence_mean
ARLP,2025q3,0.0327004295576068,21.79084865246647,0.013213374910301,32.48621808790647,1.5543636842521438,11.60540300025889,20.878149145429184,3.0,3.0,1,75.0,75.0
ARLP,2025q2,0.0464615877071741,21.777384816726105,0.012919567052316,0.0191688569849371,1.539671577161683,11.581614703698753,20.630242529336,1.0,1.0,1,10.0,10.0
ARLP,2025q1,0.0254873421101133,21.788919232944476,0.0127989637359249,0.0280125467877708,1.6024982453769725,11.37581934776722,20.58498849271612,3.0,1.5,2,100.0,97.5
ARLP,2024q4,0.0056006557534476,21.793386054213272,0.1669557880873743,0.0469734851992468,1.6123573072404973,11.446106158150634,20.581368295184088,3.0,1.5,2,100.0,85.0
ARLP,2024q3,0.0284551705987752,21.83254536114628,0.1624013537486152,0.0644517974403175,1.4270637113264797,11.095719198433985,20.339313709025863,3.0,1.5,2,100.0,87.5
ARLP,2024q2,0.0328164992109261,21.839372863022252,0.1631640389315762,0.0667234205911273,1.2466301268924302,11.007347216285629,20.297156010255385,3.0,1.0,3,100.0,90.0
ARLP,2024q1,0.0532934428534483,21.81040826419265,0.1499517665968594,0.0451674378503918,1.1323662766408118,11.166974103061063,20.204149649540128,0.0,0.0,2,100.0,100.0
ARLP,2023q4,0.0414011345468734,21.74874311587676,0.1258129138087222,0.021450452692666,1.2235350879131233,10.679843807151835,19.886508851853154,0.0,0.0,1,100.0,100.0
ARLP,2023q3,0.0546186071915796,21.75788736553957,0.1329650136582942,0.0700924400177538,1.0248848932808508,10.17400388305173,19.915364693433087,0.0,0.0,1,100.0,100.0
ARLP,2023q2,0.0609015320614517,21.74856988487242,0.1548966388480682,0.1021896789138085,1.0773980640366876,10.317803377242257,19.713569577581897,0.0,0.0,1,100.0,100.0
ARLP,2023q1,0.0685804209776418,21.748500297097458,0.1694223547385363,0.097300725423989,1.2182599000933123,10.24113980694813,19.609536843242825,0.0,0.0,2,100.0,100.0
ARLP,2022q4,0.078611198374206,21.72684227484521,0.1592014870853267,0.1085119945924169,1.31464723298697,9.713493436795847,19.328422930536,0.0,0.0,3,100.0,100.0
ARLP,2022q3,0.0669658490461315,21.64130743515915,0.1762699046191454,0.111193544432736,1.2919592512129023,9.857699602209362,19.27204351942077,0.0,0.0,2,100.0,100.0
ARLP,2022q2,0.0700877039213677,21.57050269547304,0.1902094599199122,0.0454694879244776,1.1266998207664225,9.937996702919657,19.18433948163684,0.0,0.0,1,100.0,100.0
ARLP,2022q1,0.017111748257844,21.52326856504688,0.2011846975148132,0.0575997721009711,0.9134813450790568,10.754888341531323,19.19533582947418,0.0,0.0,1,100.0,100.0
ARLP,2021q4,0.02400011855112,21.493099020823053,0.2086948910950511,0.0566836435575338,0.7876530445966744,10.74524588373798,18.782427416938297,0.0,0.0,1,100.0,100.0
ARLP,2021q3,0.0267792784932351,21.48825682122129,0.2131397526727858,0.0486794867320466,0.5452144884363364,10.621599503770025,18.625816095659847,0.0,0.0,2,100.0,97.5
ARLP,2021q2,0.0208152821561484,21.472563173224877,0.2358212877916609,0.0178438988557385,0.3855722689788738,10.447457871634285,18.306142659384605,0.0,0.0,1,100.0,100.0
ARLP,2021q1,0.0115043836406065,21.48928236573923,0.2593167470876449,0.0160112124508409,0.3651964201652959,10.929237170264072,18.91615936675834,0.0,0.0,1,100.0,100.0
ARLP,2020q4,0.0161716256943623,21.4961553723862,0.2815196194303274,0.0256572435291336,0.2398859528799848,10.270093668728665,18.84909431283874,0.0,0.0,2,100.0,100.0
ARLP,2020q3,0.012189536332428,21.5258681388132,0.3039160325185763,0.0152979823783018,0.2489428705308665,9.291072073008504,18.82468703726483,0.0,0.0,1,100.0,100.0
ARLP,2020q2,-0.0204162707142194,21.54990665941833,0.3407439880855502,0.0153594548194194,0.3031188795397888,9.125365102530196,18.56343538760194,0.0,0.0,1,100.0,100.0
ARLP,2020q1,-0.0604163458757872,21.597242211280363,0.345543625264509,0.0123613505306454,0.6471927015875452,8.680231685916738,18.43718885509052,0.0,0.0,2,100.0,100.0
ARLP,2019q4,0.009986492410776,21.673646449427903,0.3129515899445392,0.014103716945259,0.6606303443273933,8.895776191737832,18.41837910614857,0.0,0.0,1,100.0,100.0
ARLP,2019q3,0.0148773033574424,21.689142226025307,0.2891923341767256,0.0121111237571319,0.9267465381047992,9.0111452539806,18.42917214990334,0.0,0.0,1,100.0,100.0
ARLP,2019q2,0.0232027461311109,21.640644376942717,0.2422994812446133,0.0220619877325518,0.9699477375119298,9.31765547618065,17.978964236064808,0.0,0.0,3,100.0,100.0
ARLP,2019q1,0.111232812770358,21.63359080900998,0.2322292998756604,0.0121490626244904,0.9453563589419328,8.306104191173755,17.650626402555144,0.0,0.0,1,100.0,100.0
ARLP,2018q4,0.0207955075022507,21.59654384306668,0.2978689198195384,0.1019522722223799,1.0695184964846831,8.23492576659929,17.614949962511506,0.0,0.0,1,100.0,100.0
ARLP,2018q3,0.0332524117503009,21.51958899880556,0.2042015484088604,0.0172974957303078,1.0622793871937644,8.799157951138728,17.80532793383802,0.0,0.0,1,100.0,100.0
ARLP,2018q2,0.0380389737288786,21.54120874002857,0.2297908849456756,0.0226075696630909,0.891391225315494,8.67899566432027,17.45606548433542,0.0,0.0,2,100.0,100.0
ARLP,2018q1,0.0675439308125918,21.531264649683692,0.2256761346768808,0.0128215300430504,1.0166286491699794,8.981003934264564,17.07985045835414,0.0,0.0,2,100.0,97.5
ARLP,2017q4,0.0326772765797156,21.520489659350797,0.2586503112818902,0.0030441057398695,1.0254151318993,9.442446836113724,16.53531475932822,0.0,0.0,1,100.0,100.0
ARLP,2017q3,0.026979333397382,21.51474227167945,0.2619475114336107,0.0083352517750873,0.8923483948198195,8.334296269131299,15.83961767567476,0.0,0.0,1,100.0,100.0
ARLP,2017q2,0.0282550249883118,21.50140560811733,0.2576221010389369,0.0181210038678838,0.599501062481659,7.840584493093233,15.510816684046022,0.0,0.0,2,100.0,100.0
ARLP,2017q1,0.0373471861566127,21.51368309364035,0.2833150963836401,0.0396313414229175,0.6658496952372686,6.946754813831147,15.219957664799406,0.0,0.0,2,100.0,100.0
ARLP,2016q4,0.0441847442958228,21.508555458045556,0.3018893391006647,0.0181400994600194,0.7186226621252093,6.8355501107329,14.767149001258224,0.0,0.0,1,100.0,100.0
ARLP,2016q3,0.0300088001693197,21.531648366117956,0.3446614162702877,0.0095228971494135,0.5767705084152862,6.408182767444053,14.521849487997288,0.0,0.0,1,100.0,100.0
ARLP,2016q2,0.0256024859619841,21.585250741308307,0.4044228196309235,0.0212732531032292,0.3600548498212379,6.4460213612188575,14.24114425862696,0.0,0.0,1,100.0,100.0
ARLP,2016q1,0.0112784367503172,21.585523524744023,0.4138544109314664,0.0126611672694386,0.3181076590534003,6.025237757214903,13.84347735292782,0.0,0.0,1,100.0,100.0
ARLP,2015q4,-0.0057770837829488,21.583252848449604,0.3890027209675303,0.0141469153199358,0.4582812024478643,6.071268764806583,13.59691544875381,0.0,0.0,4,100.0,100.0
ARLP,2015q3,0.0180362921106588,21.641711445405427,0.3867588837360047,0.0143434582917729,0.4885411364556323,5.477049154491434,13.142708409246955,0.0,0.0,1,100.0,100.0
ARLP,2015q2,0.0241801359612245,21.56910363195673,0.3746946795374451,0.0185752441383406,0.6696256677816093,5.51572449601031,12.726183681415684,0.0,0.0,2,100.0,100.0
ARLP,2015q1,0.0293501380996222,21.569531450464368,0.369632497985779,0.0113238258099999,0.7654365920510009,5.533231373461162,12.7676112704302,0.0,0.0,1,100.0,100.0
ARLP,2014q4,0.0382812872665432,21.549657681528164,0.3668084719037889,0.010766023984501,0.9263314461807056,5.739792912179234,12.654412963480963,0.0,0.0,4,100.0,100.0
ARLP,2014q3,0.0383354450354756,21.49965153620849,0.3564636028122904,0.0068223161369928,0.9879263719682784,5.923908143406992,12.475719488765478,0.0,0.0,1,100.0,100.0
ARLP,2014q2,0.0474051179006672,21.482197480885432,0.3742704212981971,0.0090988125897416,0.9343802009820864,6.396912988410589,11.557002455657114,0.0,0.0,1,100.0,100.0
ARLP,2014q1,0.0380480327796707,21.482181094929693,0.398446505034275,0.006739832899336,0.8557382102978585,6.194405391104672,10.520966939871132,0.0,0.0,1,100.0,100.0
ARLP,2013q4,0.0322385901678591,21.4755768081224,0.4177500520760187,0.044136900077195,0.8010685485720666,6.584763767694766,9.17237447341749,0.0,0.0,2,100.0,100.0
ARLP,2013q3,0.0270539926748517,21.439469169874588,0.3843978055825916,0.009220442401429,0.8153938813681635,4.825509809969567,7.171672405223398,0.0,0.0,3,100.0,100.0
ARLP,2013q2,0.0358820492232173,21.426394535992,0.3945565064059883,0.0043533295743746,0.7912973291841484,4.6443908991413725,5.07258119081151,0.0,0.0,2,100.0,100.0
ARLP,2013q1,0.0360913370988698,21.416181990821748,0.4027575369910449,0.0143418129587934,0.6892354758075129,4.52720864451838,3.9561864599014327,0.0,0.0,1,100.0,100.0
ARLP,2012q4,0.0352198293227101,21.394153093528157,0.4144297566631833,0.0144598184432087,0.7097331732836153,2.613739521630969,2.9880974175698825,0.0,0.0,2,100.0,100.0
ARLP,2012q3,0.0175301631222508,21.34720708760979,0.3916284308424991,0.0011043424072306,0.6765990097857764,2.522523513359307,3.1505910008708917,0.0,0.0,2,100.0,100.0
ARLP,2012q2,0.0362535391448382,21.34322546778776,0.3922590974111454,0.0061134473785716,0.6986806239962486,1.884034745337226,2.4498658322217164,0.0,0.0,5,100.0,100.0
ARLP,2012q1,0.0473169226663047,21.2848528236495,0.4032055606851167,0.1077639377844744,1.3048643858166589,1.5623463049002495,2.47168783705558,0.0,0.0,3,100.0,100.0
ARLP,2011q4,0.0416622870798917,21.272264317363454,0.4084121562698164,0.1579700586421856,1.274093844728244,1.4973884086254774,2.2282198551626515,0.0,0.0,6,100.0,100.0
ARLP,2011q3,0.0480113627904345,21.24156248299478,0.4212748598261636,0.1829343751209678,1.3100499825880207,1.5973653311998313,2.3349752284588656,0.0,0.0,4,100.0,100.0
ARLP,2011q2,0.0467211148762922,21.209394998114615,0.446249408060221,0.2134740868752344,1.513344462851688,2.8535925063928684,2.5184513258573538,0.0,0.0,3,100.0,100.0
ARLP,2011q1,0.0610468725798544,21.169492777765143,0.4645521074547845,0.2169576921747612,1.3912845926010406,-0.2231435513142097,-0.6256585156953856,0.0,0.0,3,100.0,100.0
ARLP,2010q4,0.0450349635443935,21.1295825823086,0.4812299920467761,0.2261819596370559,1.2822930964450188,-1.3093333199837622,-2.106344497361462,0.0,0.0,4,100.0,100.0
ARLP,2010q3,0.062240138218834,20.885474818415258,0.3607115345045429,0.0172552474011696,-34.029670772066666,-2.8134107167600364,-4.522770623177332,0.0,0.0,1,100.0,100.0
APLD,2025q3,-0.0070554544715599,21.59831573660005,0.2918759730637204,0.0308091513321203,3.2199191123666524,11.60540300025889,20.878149145429184,8.0,6.085714285714286,7,100.0,85.0
APLD,2025q2,-0.0280933003224443,21.34925239499702,0.375851964343962,0.0222192514798753,1.441355173837232,11.581614703698753,20.630242529336,7.6,5.525,4,100.0,97.0
APLD,2025q1,-0.0208247064012177,21.258206540709267,0.5819953413102316,0.0402630513890849,3.181324721983984,11.37581934776722,20.58498849271612,8.1,5.8500000000000005,6,100.0,68.0
APLD,2024q4,-0.0898968291872115,21.15710393122546,0.518031401615766,0.185486489166125,3.2598232091345043,11.446106158150634,20.581368295184088,7.7,5.14,5,100.0,76.0
APLD,2024q3,-0.0045290125536933,20.658974751860683,0.4540391071222908,0.0620806371116694,2.994407072930708,11.095719198433985,20.339313709025863,8.0,6.083333333333333,6,100.0,93.0
APLD,2024q2,-0.0802021916539944,20.504604724475985,0.5323658464348913,0.0307219814981196,2.471650443563246,11.007347216285629,20.297156010255385,7.0,5.5,8,98.0,61.0
APLD,2024q1,-0.0977007562565301,20.28191652334761,0.4575942832976765,0.0528322304592268,5.267477188238471,11.166974103061063,20.204149649540128,8.0,5.714285714285714,7,100.0,83.57142857142857
APLD,2023q4,-0.021905570327096,19.990658234505343,0.3818630449346099,0.0191759560931564,3.438021729689447,10.679843807151835,19.886508851853154,8.0,5.0,3,100.0,95.0
APLD,2023q3,-0.0328136948558368,19.67102077951498,0.2977691728268123,0.0170183272089886,7.526476594710351,10.17400388305173,19.915364693433087,7.0,4.5,4,100.0,76.25
APLD,2023q2,-0.0245229336596491,19.39129676905652,0.3478218043090352,0.1650799183200294,5.05274031957256,10.317803377242257,19.713569577581897,8.0,4.6,5,100.0,86.0
APLD,2023q1,-0.0338379727080493,19.15115742737733,0.1753312749570101,0.1104057184969678,4.794935520131472,10.24113980694813,19.609536843242825,8.0,7.166666666666667,3,100.0,93.33333333333333
APLD,2022q4,-0.158961557067181,18.93615355280725,0.195845750494198,0.0627795727501299,3.3097743744981027,9.713493436795847,19.328422930536,6.0,5.5,2,95.0,85.0
APLD,2022q3,-0.0310512609649122,18.798569084290296,0.1486225328947368,0.2284128289473684,2.889665337373915,9.857699602209362,19.27204351942077,7.0,5.2,5,95.0,75.0
APLD,2022q2,-0.0233955659276546,18.60283562018922,0.1128854809134855,0.3233705617602934,2.656096577035387,9.937996702919657,19.18433948163684,5.0,5.0,1,95.0,95.0
ARBK,2025q1,-0.8274483331602451,16.773437116782365,2.085419046629972,0.447917748468169,-1.0759152246905206,11.37581934776722,20.58498849271612,7.0,4.453846153846154,13,100.0,68.46153846153847
ARBK,2024q4,-1.153442725101257,16.773437116782365,2.085419046629972,0.447917748468169,-2.428135526538918,11.446106158150634,20.581368295184088,6.0,4.888888888888889,9,95.0,71.11111111111111
ARBK,2024q3,-0.2130808132233649,17.19864579680802,1.3526117503309236,0.0856667684892916,-4.4006688242730725,11.095719198433985,20.339313709025863,8.0,5.277777777777778,9,90.0,66.11111111111111
ARBK,2024q2,-0.9820887462122349,17.32199845283414,1.349164441510906,0.119558369085836,-3.9467951765634246,11.007347216285629,20.297156010255385,8.0,5.222222222222222,9,95.0,70.55555555555556
ARBK,2024q1,-0.0415459573347379,18.14545411276793,0.8232420331840927,0.0980115880958651,0.4013639240506328,11.166974103061063,20.204149649540128,6.0,5.4,5,90.0,71.6
ARBK,2023q4,-0.1303265736107453,18.14545411276793,0.8232420331840927,0.0980115880958651,414.121835443038,10.679843807151835,19.886508851853154,7.0,5.6125,8,95.0,72.5
ARBK,2023q3,-0.1177975885832629,18.246529717283707,0.8157277693800065,0.0950640941714176,-259.4151391717583,10.17400388305173,19.915364693433087,7.0,5.555555555555555,9,95.0,63.888888888888886
ARBK,2023q2,-0.1034855444474466,18.30216744171624,0.8269386652256147,0.1029901828334684,-313.9989381830601,10.317803377242257,19.713569577581897,7.0,5.257142857142857,7,95.0,85.0
ARBK,2023q1,-0.0928456713432926,18.41066071067004,0.7647849055079139,0.1438744280476349,16.941444201312912,10.24113980694813,19.609536843242825,6.0,4.5625,8,95.0,65.0
ARBK,2022q4,-0.2508315983023924,18.09113099155295,0.1879290508482824,0.0410255162513599,9.134792329418762,9.713493436795847,19.328422930536,6.0,5.322222222222222,9,95.0,88.88888888888889
ARBK,2022q2,0.0056093908805612,19.724438071444265,0.3885630547461209,0.030329474198207,2.0188897264913725,9.937996702919657,19.18433948163684,7.0,5.894444444444444,18,95.0,68.88888888888889
ARBK,2022q1,0.0071811163751003,19.47742535267284,0.1879290508482824,0.0410255162513599,2.60284673702988,10.754888341531323,19.19533582947418,7.0,5.8875,8,95.0,76.875
ARBK,2021q4,0.1931668621024056,19.47742535267284,0.1879290508482824,0.0410255162513599,3.4666864872900254,10.74524588373798,18.782427416938297,7.0,5.04,10,95.0,74.0
BTOG,2025q1,-0.6953828807890625,15.210206774440003,1.412351388249492,0.0073767604280781,-4.232450522990932,11.37581934776722,20.58498849271612,0.0,0.0,1,100.0,100.0
BTOG,2024q2,-1.5668510915524825,15.715338622689666,0.7725068046724295,0.2107888932188139,16.43163539518983,11.007347216285629,20.297156010255385,0.0,0.0,2,95.0,95.0
BTOG,2024q1,-0.7834255457762412,15.715338622689666,0.7725068046724295,0.2107888932188139,29.52689812130558,11.166974103061063,20.204149649540128,1.0,0.5,2,15.0,12.5
BTOG,2023q4,-0.5241589525019752,16.415632579408662,0.3172220674632229,0.5115346531969649,0.5787154102520573,10.679843807151835,19.886508851853154,2.0,2.0,1,70.0,70.0
BTOG,2023q2,-1.8155603086662488,16.40596480590908,0.1556558017994833,0.001220321677814,1.6773605796120112,10.317803377242257,19.713569577581897,0.0,0.0,1,100.0,100.0
BTOG,2022q4,-0.1095548427029075,17.41438414699008,0.0744329005037142,0.0008996080179701,0.7593337482406403,9.713493436795847,19.328422930536,2.0,2.0,1,15.0,15.0
BTOG,2022q3,-0.0547637440926893,17.41438414699008,0.0744329005037142,0.0008996080179701,1.1282195983068914,9.857699602209362,19.27204351942077,2.0,1.0,2,95.0,47.5
BTOG,2022q2,0.7721342492405362,17.369569903701855,0.0490865893457528,0.0005093702964423,2.308760686350316,9.937996702919657,19.18433948163684,4.0,2.625,4,95.0,92.5
BTOG,2022q1,-0.0488343215965796,17.369569903701855,0.0490865893457528,0.0005093702964423,2.594607247517498,10.754888341531323,19.19533582947418,2.0,1.0,3,100.0,96.66666666666667
BTOG,2021q4,-0.811895552315183,17.191497886520136,0.0716003868574572,0.2514740291917944,-3.654022535006677,10.74524588373798,18.782427416938297,9.0,3.6666666666666665,3,95.0,90.0
BTOG,2020q3,-0.0091079643417838,18.26821606535925,0.1883623230210134,0.0014469200999285,1.1994429494535526,9.291072073008504,18.82468703726483,0.0,0.0,1,100.0,100.0
BTOG,2020q2,-0.0672460625299351,17.964176530200586,0.2894524203641662,0.0242028523885469,1.6766244076923316,9.125365102530196,18.56343538760194,0.0,0.0,2,100.0,100.0
BTOG,2019q3,-0.0006822488762876,17.85631734392054,0.2824692686452406,0.0397078129971672,4.154397977746872,9.0111452539806,18.42917214990334,0.0,0.0,1,100.0,100.0
BTDR,2025q1,0.2561407459535538,21.19240972171776,0.1883975291265931,0.1348921729611384,5.326816896516576,11.37581934776722,20.58498849271612,8.0,7.333333333333333,3,95.0,63.333333333333336
BTDR,2024q3,-0.0478740636046454,20.768653074867185,0.163814596825597,0.278387627301509,2.5068315839199915,11.095719198433985,20.339313709025863,7.0,7.0,1,25.0,25.0
BTDR,2024q2,-0.0214361223367946,20.53417945019957,0.1415825495490597,0.2463190832593344,1.4490011451838656,11.007347216285629,20.297156010255385,7.0,5.5,2,65.0,52.5
BTDR,2023q3,-0.0028925028193054,20.247818618215565,0.1506224994248777,0.2163939595274828,3.637781653908897,10.17400388305173,19.915364693433087,6.0,6.0,1,55.0,55.0
BTDR,2023q2,-0.0652005692933751,20.243636832043848,0.1626024009188821,0.2256495420936232,1.7691099123398517,10.317803377242257,19.713569577581897,0.0,0.0,1,100.0,100.0
BITF,2025q3,-0.1008000958467649,20.501719758991925,0.0919579821759961,0.1085165092308671,1.1470238801614772,11.60540300025889,20.878149145429184,7.0,3.6,5,100.0,33.0
BITF,2025q2,-0.0348378525273265,20.53446332405277,0.0904752702457877,0.1031934295549248,0.8381036268212461,11.581614703698753,20.630242529336,7.0,3.2,5,25.0,16.0
BITF,2025q1,-0.0461709929047893,20.47095476932833,0.0330603614143059,0.0496085600699096,1.0910593800445003,11.37581934776722,20.58498849271612,7.0,2.75,8,100.0,36.875
BITF,2024q4,0.0227151536212433,20.319223715911736,0.0021419498633945,0.0891859991372285,1.5176371575835328,11.446106158150634,20.581368295184088,6.0,3.375,8,100.0,30.625
BITF,2024q3,-0.062474323460473,20.189896332078856,0.0408352865970594,0.1242923503089708,2.269745324437917,11.095719198433985,20.339313709025863,7.0,3.4285714285714284,14,100.0,33.57142857142857
BITF,2024q2,-0.0496311112935548,20.099521577125063,0.0296062574869293,0.2586493859318498,1.5156207412472014,11.007347216285629,20.297156010255385,7.0,5.3,15,100.0,25.333333333333332
BITF,2024q1,-0.014021989668748,19.8710596169132,0.0374021333120736,0.1546662977492127,2.1599496735209924,11.166974103061063,20.204149649540128,7.0,5.4,10,35.0,18.5
BITF,2023q4,-0.1514898673179747,19.752320906008663,0.052470790151165,0.221897154927718,1.1903184603171373,10.679843807151835,19.886508851853154,7.0,4.9,10,100.0,35.0
BITF,2023q3,-0.0496008076995886,19.62304325244762,0.0790361691962367,0.1405511467951934,1.7815864,10.17400388305173,19.915364693433087,8.0,5.509090909090909,11,35.0,19.545454545454547
BITF,2023q2,-0.0800983917675202,19.601293822000173,0.0974489999600782,0.0948632987037713,1.0468006379585326,10.317803377242257,19.713569577581897,7.0,5.7749999999999995,12,100.0,40.0
BITF,2023q1,-0.0111451825701393,19.620591308543503,0.1130091390497075,0.0884927496069064,0.8410059418323186,10.24113980694813,19.609536843242825,6.5,4.55,10,60.0,23.5
BITF,2022q4,-0.0490909302881392,19.65352667860737,0.1894823053471603,0.0897965012911762,0.8417661062341913,9.713493436795847,19.328422930536,6.8,6.0,8,35.0,28.125
BITF,2022q3,-0.2249787775891341,19.74764963898744,0.2550376697792869,0.095007427843803,1.1676958344896804,9.857699602209362,19.27204351942077,6.0,4.142857142857143,7,60.0,29.285714285714285
BITF,2022q2,-0.29995244486246,19.974891317996036,0.2613101968782694,0.0971857926384647,1.7485547460656057,9.937996702919657,19.18433948163684,6.0,3.8181818181818183,11,100.0,30.454545454545453
BITF,2022q1,0.0070706485939282,20.275604352788232,0.2393646899413413,0.1209379757510706,1.60224359824864,10.754888341531323,19.19533582947418,6.0,4.0,10,45.0,22.0
BITF,2021q4,0.0178349278548877,20.111858999184804,0.1561814050097035,0.2314743994972234,2.7601823919867856,10.74524588373798,18.782427416938297,6.0,3.9,10,55.0,25.0
BITF,2021q3,0.0737149490782766,19.58992670614412,0.0655118912760875,0.1341903665497817,2.6326080555344906,10.621599503770025,18.625816095659847,4.9,3.9799999999999995,5,35.0,25.0
BITF,2021q2,-0.015893678856866,19.258897495603374,0.0929791025153098,0.1566273397225201,4.046012373586558,10.447457871634285,18.306142659384605,4.0,3.0,2,30.0,17.5
FUFU,2025q3,0.0230703121877123,20.030798425291223,0.3827537274653236,0.0652196486389255,2.827082824098904,11.60540300025889,20.878149145429184,9.0,8.95,2,98.0,96.5
FUFU,2025q2,0.1007795040686049,19.96313448040493,0.0855422846205665,0.0857262005325007,2.901595361179486,11.581614703698753,20.630242529336,9.0,9.0,1,95.0,95.0
FUFU,2025q1,-0.0439415050850989,19.766061960564635,0.1041761618897555,0.0550050134777909,5.678740108991465,11.37581934776722,20.58498849271612,5.0,5.0,1,100.0,100.0
FUFU,2024q3,-0.0177246102390769,19.45934838790054,0.3625440195367109,0.1369587145410465,6.278633496846531,11.095719198433985,20.339313709025863,0.0,0.0,1,100.0,100.0
CAN,2025q3,-0.0414620218444038,20.32279260317572,0.0711325171676159,0.1779215902889901,0.9435154480710856,11.60540300025889,20.878149145429184,3.0,1.0,3,100.0,98.33333333333333
CAN,2025q1,-0.1528253712289189,20.15331633967768,0.4084844241221881,0.1711118655336183,2.71778228239276,11.37581934776722,20.58498849271612,4.0,3.0,2,40.0,35.0
CAN,2024q4,-0.2006475008153154,19.95326136986764,0.0157210087881281,0.208392457198641,1.1685137318500378,11.446106158150634,20.581368295184088,4.0,1.6666666666666667,3,95.0,53.333333333333336
CAN,2024q3,-0.1505130084279956,20.03438155729946,0.0537822422610607,0.1429533034875014,0.8788209280380993,11.095719198433985,20.339313709025863,2.0,2.0,1,25.0,25.0
CAN,2024q1,-0.0737537791954295,20.094426622823345,0.0070234941129288,0.1024854195216021,0.8657225482523675,11.166974103061063,20.204149649540128,0.0,0.0,1,95.0,95.0
